survey version standard shift  ATLAS-c0 ATLAS-o0 ATLAS-c1 ATLAS-o1 ATLAS-c2 ATLAS-o2 ATLAS-c3 ATLAS-o3 ATLAS-c4 ATLAS-o4 ATLAS-c5 ATLAS-o5 ATLAS-c6 ATLAS-o6 ATLAS-c7 ATLAS-o7 ATLAS-c8 ATLAS-o8 
ATLAS ATLAS gd71 0 12.9581 13.4128 12.9581 13.4128 12.9581 13.4128 12.9581 13.4128 12.9581 13.4128 12.9581 13.4128 12.9581 13.4128 12.9581 13.4128 12.9581 13.4128
ATLAS ATLAS gd71 0 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134
ATLAS ATLAS gd71 0 12.9583 13.413 12.9583 13.413 12.9583 13.413 12.9583 13.413 12.9583 13.413 12.9583 13.413 12.9583 13.413 12.9583 13.413 12.9583 13.413
ATLAS ATLAS gd71 0 12.9574 13.4138 12.9574 13.4138 12.9574 13.4138 12.9574 13.4138 12.9574 13.4138 12.9574 13.4138 12.9574 13.4138 12.9574 13.4138 12.9574 13.4138
ATLAS ATLAS gd71 0 12.9571 13.4125 12.9571 13.4125 12.9571 13.4125 12.9571 13.4125 12.9571 13.4125 12.9571 13.4125 12.9571 13.4125 12.9571 13.4125 12.9571 13.4125
ATLAS ATLAS gd71 0 12.9576 13.4135 12.9576 13.4135 12.9576 13.4135 12.9576 13.4135 12.9576 13.4135 12.9576 13.4135 12.9576 13.4135 12.9576 13.4135 12.9576 13.4135
ATLAS ATLAS gd71 0 12.9583 13.4141 12.9583 13.4141 12.9583 13.4141 12.9583 13.4141 12.9583 13.4141 12.9583 13.4141 12.9583 13.4141 12.9583 13.4141 12.9583 13.4141
ATLAS ATLAS gd71 0 12.956 13.4111 12.956 13.4111 12.956 13.4111 12.956 13.4111 12.956 13.4111 12.956 13.4111 12.956 13.4111 12.956 13.4111 12.956 13.4111
ATLAS ATLAS gd71 0 12.9576 13.4127 12.9576 13.4127 12.9576 13.4127 12.9576 13.4127 12.9576 13.4127 12.9576 13.4127 12.9576 13.4127 12.9576 13.4127 12.9576 13.4127
ATLAS ATLAS gd71 0 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134 12.9573 13.4134
ATLAS ATLAS gd71 0 12.9596 13.4149 12.9596 13.4149 12.9596 13.4149 12.9596 13.4149 12.9596 13.4149 12.9596 13.4149 12.9596 13.4149 12.9596 13.4149 12.9596 13.4149
ATLAS ATLAS gd71 0 12.9577 13.4121 12.9577 13.4121 12.9577 13.4121 12.9577 13.4121 12.9577 13.4121 12.9577 13.4121 12.9577 13.4121 12.9577 13.4121 12.9577 13.4121
ATLAS ATLAS gd71 0 12.9573 13.4135 12.9573 13.4135 12.9573 13.4135 12.9573 13.4135 12.9573 13.4135 12.9573 13.4135 12.9573 13.4135 12.9573 13.4135 12.9573 13.4135
ATLAS ATLAS gd71 0 12.9585 13.4135 12.9585 13.4135 12.9585 13.4135 12.9585 13.4135 12.9585 13.4135 12.9585 13.4135 12.9585 13.4135 12.9585 13.4135 12.9585 13.4135
ATLAS ATLAS gd71 0 12.9583 13.4134 12.9583 13.4134 12.9583 13.4134 12.9583 13.4134 12.9583 13.4134 12.9583 13.4134 12.9583 13.4134 12.9583 13.4134 12.9583 13.4134
ATLAS ATLAS gd71 0 12.9578 13.413 12.9578 13.413 12.9578 13.413 12.9578 13.413 12.9578 13.413 12.9578 13.413 12.9578 13.413 12.9578 13.413 12.9578 13.413
ATLAS ATLAS gd71 0 12.9568 13.412 12.9568 13.412 12.9568 13.412 12.9568 13.412 12.9568 13.412 12.9568 13.412 12.9568 13.412 12.9568 13.412 12.9568 13.412
ATLAS ATLAS gd71 0 12.9564 13.4124 12.9564 13.4124 12.9564 13.4124 12.9564 13.4124 12.9564 13.4124 12.9564 13.4124 12.9564 13.4124 12.9564 13.4124 12.9564 13.4124
ATLAS ATLAS gd71 0 12.9585 13.4139 12.9585 13.4139 12.9585 13.4139 12.9585 13.4139 12.9585 13.4139 12.9585 13.4139 12.9585 13.4139 12.9585 13.4139 12.9585 13.4139
ATLAS ATLAS gd71 0 12.9583 13.414 12.9583 13.414 12.9583 13.414 12.9583 13.414 12.9583 13.414 12.9583 13.414 12.9583 13.414 12.9583 13.414 12.9583 13.414
ATLAS ATLAS gd71 0 12.9566 13.4123 12.9566 13.4123 12.9566 13.4123 12.9566 13.4123 12.9566 13.4123 12.9566 13.4123 12.9566 13.4123 12.9566 13.4123 12.9566 13.4123
ATLAS ATLAS gd71 0 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131
ATLAS ATLAS gd71 0 12.9577 13.4139 12.9577 13.4139 12.9577 13.4139 12.9577 13.4139 12.9577 13.4139 12.9577 13.4139 12.9577 13.4139 12.9577 13.4139 12.9577 13.4139
ATLAS ATLAS gd71 0 12.9583 13.414 12.9583 13.414 12.9583 13.414 12.9583 13.414 12.9583 13.414 12.9583 13.414 12.9583 13.414 12.9583 13.414 12.9583 13.414
ATLAS ATLAS gd71 0 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131 12.9578 13.4131
ATLAS ATLAS gd71 0 12.9563 13.413 12.9563 13.413 12.9563 13.413 12.9563 13.413 12.9563 13.413 12.9563 13.413 12.9563 13.413 12.9563 13.413 12.9563 13.413
ATLAS ATLAS gd71 0 12.958 13.4134 12.958 13.4134 12.958 13.4134 12.958 13.4134 12.958 13.4134 12.958 13.4134 12.958 13.4134 12.958 13.4134 12.958 13.4134
ATLAS ATLAS gd71 0 12.9582 13.4126 12.9582 13.4126 12.9582 13.4126 12.9582 13.4126 12.9582 13.4126 12.9582 13.4126 12.9582 13.4126 12.9582 13.4126 12.9582 13.4126
ATLAS ATLAS gd71 0 12.9565 13.4114 12.9565 13.4114 12.9565 13.4114 12.9565 13.4114 12.9565 13.4114 12.9565 13.4114 12.9565 13.4114 12.9565 13.4114 12.9565 13.4114
ATLAS ATLAS gd71 0 12.959 13.4142 12.959 13.4142 12.959 13.4142 12.959 13.4142 12.959 13.4142 12.959 13.4142 12.959 13.4142 12.959 13.4142 12.959 13.4142
ATLAS ATLAS gd71 0 12.9589 13.4136 12.9589 13.4136 12.9589 13.4136 12.9589 13.4136 12.9589 13.4136 12.9589 13.4136 12.9589 13.4136 12.9589 13.4136 12.9589 13.4136
ATLAS ATLAS gd71 0 12.9576 13.4126 12.9576 13.4126 12.9576 13.4126 12.9576 13.4126 12.9576 13.4126 12.9576 13.4126 12.9576 13.4126 12.9576 13.4126 12.9576 13.4126
ATLAS ATLAS gd71 0 12.9576 13.4134 12.9576 13.4134 12.9576 13.4134 12.9576 13.4134 12.9576 13.4134 12.9576 13.4134 12.9576 13.4134 12.9576 13.4134 12.9576 13.4134
ATLAS ATLAS gd71 0 12.9582 13.4137 12.9582 13.4137 12.9582 13.4137 12.9582 13.4137 12.9582 13.4137 12.9582 13.4137 12.9582 13.4137 12.9582 13.4137 12.9582 13.4137
ATLAS ATLAS gd71 0 12.9578 13.4123 12.9578 13.4123 12.9578 13.4123 12.9578 13.4123 12.9578 13.4123 12.9578 13.4123 12.9578 13.4123 12.9578 13.4123 12.9578 13.4123
ATLAS ATLAS gd71 0 12.9582 13.4129 12.9582 13.4129 12.9582 13.4129 12.9582 13.4129 12.9582 13.4129 12.9582 13.4129 12.9582 13.4129 12.9582 13.4129 12.9582 13.4129
ATLAS ATLAS gd71 0 12.9563 13.411 12.9563 13.411 12.9563 13.411 12.9563 13.411 12.9563 13.411 12.9563 13.411 12.9563 13.411 12.9563 13.411 12.9563 13.411
ATLAS ATLAS gd71 0 12.958 13.4141 12.958 13.4141 12.958 13.4141 12.958 13.4141 12.958 13.4141 12.958 13.4141 12.958 13.4141 12.958 13.4141 12.958 13.4141
ATLAS ATLAS gd71 0 12.9564 13.411 12.9564 13.411 12.9564 13.411 12.9564 13.411 12.9564 13.411 12.9564 13.411 12.9564 13.411 12.9564 13.411 12.9564 13.411
ATLAS ATLAS gd71 0 12.9579 13.4138 12.9579 13.4138 12.9579 13.4138 12.9579 13.4138 12.9579 13.4138 12.9579 13.4138 12.9579 13.4138 12.9579 13.4138 12.9579 13.4138
ATLAS ATLAS gd71 0 12.9569 13.412 12.9569 13.412 12.9569 13.412 12.9569 13.412 12.9569 13.412 12.9569 13.412 12.9569 13.412 12.9569 13.412 12.9569 13.412
ATLAS ATLAS gd71 0 12.9568 13.412 12.9568 13.412 12.9568 13.412 12.9568 13.412 12.9568 13.412 12.9568 13.412 12.9568 13.412 12.9568 13.412 12.9568 13.412
ATLAS ATLAS gd71 0 12.9581 13.4139 12.9581 13.4139 12.9581 13.4139 12.9581 13.4139 12.9581 13.4139 12.9581 13.4139 12.9581 13.4139 12.9581 13.4139 12.9581 13.4139
ATLAS ATLAS gd71 0 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129
ATLAS ATLAS gd71 0 12.9575 13.4124 12.9575 13.4124 12.9575 13.4124 12.9575 13.4124 12.9575 13.4124 12.9575 13.4124 12.9575 13.4124 12.9575 13.4124 12.9575 13.4124
ATLAS ATLAS gd71 0 12.9593 13.4149 12.9593 13.4149 12.9593 13.4149 12.9593 13.4149 12.9593 13.4149 12.9593 13.4149 12.9593 13.4149 12.9593 13.4149 12.9593 13.4149
ATLAS ATLAS gd71 0 12.959 13.4147 12.959 13.4147 12.959 13.4147 12.959 13.4147 12.959 13.4147 12.959 13.4147 12.959 13.4147 12.959 13.4147 12.959 13.4147
ATLAS ATLAS gd71 0 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115
ATLAS ATLAS gd71 0 12.9576 13.4128 12.9576 13.4128 12.9576 13.4128 12.9576 13.4128 12.9576 13.4128 12.9576 13.4128 12.9576 13.4128 12.9576 13.4128 12.9576 13.4128
ATLAS ATLAS gd71 0 12.9581 13.4129 12.9581 13.4129 12.9581 13.4129 12.9581 13.4129 12.9581 13.4129 12.9581 13.4129 12.9581 13.4129 12.9581 13.4129 12.9581 13.4129
ATLAS ATLAS gd71 0 12.9572 13.4123 12.9572 13.4123 12.9572 13.4123 12.9572 13.4123 12.9572 13.4123 12.9572 13.4123 12.9572 13.4123 12.9572 13.4123 12.9572 13.4123
ATLAS ATLAS gd71 0 12.9566 13.4127 12.9566 13.4127 12.9566 13.4127 12.9566 13.4127 12.9566 13.4127 12.9566 13.4127 12.9566 13.4127 12.9566 13.4127 12.9566 13.4127
ATLAS ATLAS gd71 0 12.9578 13.413 12.9578 13.413 12.9578 13.413 12.9578 13.413 12.9578 13.413 12.9578 13.413 12.9578 13.413 12.9578 13.413 12.9578 13.413
ATLAS ATLAS gd71 0 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129 12.9574 13.4129
ATLAS ATLAS gd71 0 12.9569 13.4134 12.9569 13.4134 12.9569 13.4134 12.9569 13.4134 12.9569 13.4134 12.9569 13.4134 12.9569 13.4134 12.9569 13.4134 12.9569 13.4134
ATLAS ATLAS gd71 0 12.9576 13.4129 12.9576 13.4129 12.9576 13.4129 12.9576 13.4129 12.9576 13.4129 12.9576 13.4129 12.9576 13.4129 12.9576 13.4129 12.9576 13.4129
ATLAS ATLAS gd71 0 12.956 13.4105 12.956 13.4105 12.956 13.4105 12.956 13.4105 12.956 13.4105 12.956 13.4105 12.956 13.4105 12.956 13.4105 12.956 13.4105
ATLAS ATLAS gd71 0 12.9583 13.4138 12.9583 13.4138 12.9583 13.4138 12.9583 13.4138 12.9583 13.4138 12.9583 13.4138 12.9583 13.4138 12.9583 13.4138 12.9583 13.4138
ATLAS ATLAS gd71 0 12.9567 13.413 12.9567 13.413 12.9567 13.413 12.9567 13.413 12.9567 13.413 12.9567 13.413 12.9567 13.413 12.9567 13.413 12.9567 13.413
ATLAS ATLAS gd71 0 12.9578 13.4133 12.9578 13.4133 12.9578 13.4133 12.9578 13.4133 12.9578 13.4133 12.9578 13.4133 12.9578 13.4133 12.9578 13.4133 12.9578 13.4133
ATLAS ATLAS gd71 0 12.9556 13.4111 12.9556 13.4111 12.9556 13.4111 12.9556 13.4111 12.9556 13.4111 12.9556 13.4111 12.9556 13.4111 12.9556 13.4111 12.9556 13.4111
ATLAS ATLAS gd71 0 12.9565 13.412 12.9565 13.412 12.9565 13.412 12.9565 13.412 12.9565 13.412 12.9565 13.412 12.9565 13.412 12.9565 13.412 12.9565 13.412
ATLAS ATLAS gd71 0 12.9562 13.4113 12.9562 13.4113 12.9562 13.4113 12.9562 13.4113 12.9562 13.4113 12.9562 13.4113 12.9562 13.4113 12.9562 13.4113 12.9562 13.4113
ATLAS ATLAS gd71 0 12.9574 13.4118 12.9574 13.4118 12.9574 13.4118 12.9574 13.4118 12.9574 13.4118 12.9574 13.4118 12.9574 13.4118 12.9574 13.4118 12.9574 13.4118
ATLAS ATLAS gd71 0 12.9569 13.4123 12.9569 13.4123 12.9569 13.4123 12.9569 13.4123 12.9569 13.4123 12.9569 13.4123 12.9569 13.4123 12.9569 13.4123 12.9569 13.4123
ATLAS ATLAS gd71 0 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115 12.9567 13.4115
ATLAS ATLAS gd71 0 12.9565 13.4122 12.9565 13.4122 12.9565 13.4122 12.9565 13.4122 12.9565 13.4122 12.9565 13.4122 12.9565 13.4122 12.9565 13.4122 12.9565 13.4122
ATLAS ATLAS gd71 0 12.9574 13.4128 12.9574 13.4128 12.9574 13.4128 12.9574 13.4128 12.9574 13.4128 12.9574 13.4128 12.9574 13.4128 12.9574 13.4128 12.9574 13.4128
ATLAS ATLAS gd71 0 12.9569 13.4126 12.9569 13.4126 12.9569 13.4126 12.9569 13.4126 12.9569 13.4126 12.9569 13.4126 12.9569 13.4126 12.9569 13.4126 12.9569 13.4126
ATLAS ATLAS gd71 0 12.9579 13.4131 12.9579 13.4131 12.9579 13.4131 12.9579 13.4131 12.9579 13.4131 12.9579 13.4131 12.9579 13.4131 12.9579 13.4131 12.9579 13.4131
ATLAS ATLAS gd71 0 12.9581 13.413 12.9581 13.413 12.9581 13.413 12.9581 13.413 12.9581 13.413 12.9581 13.413 12.9581 13.413 12.9581 13.413 12.9581 13.413
ATLAS ATLAS gd71 0 12.957 13.4126 12.957 13.4126 12.957 13.4126 12.957 13.4126 12.957 13.4126 12.957 13.4126 12.957 13.4126 12.957 13.4126 12.957 13.4126
ATLAS ATLAS gd71 0 12.9575 13.4126 12.9575 13.4126 12.9575 13.4126 12.9575 13.4126 12.9575 13.4126 12.9575 13.4126 12.9575 13.4126 12.9575 13.4126 12.9575 13.4126
ATLAS ATLAS sssj105525 0 18.148 18.5581 18.148 18.5581 18.148 18.5581 18.148 18.5581 18.148 18.5581 18.148 18.5581 18.148 18.5581 18.148 18.5581 18.148 18.5581
ATLAS ATLAS sssj105525 0 18.147 18.5582 18.147 18.5582 18.147 18.5582 18.147 18.5582 18.147 18.5582 18.147 18.5582 18.147 18.5582 18.147 18.5582 18.147 18.5582
ATLAS ATLAS sssj105525 0 18.1468 18.5556 18.1468 18.5556 18.1468 18.5556 18.1468 18.5556 18.1468 18.5556 18.1468 18.5556 18.1468 18.5556 18.1468 18.5556 18.1468 18.5556
ATLAS ATLAS sssj105525 0 18.146 18.5542 18.146 18.5542 18.146 18.5542 18.146 18.5542 18.146 18.5542 18.146 18.5542 18.146 18.5542 18.146 18.5542 18.146 18.5542
ATLAS ATLAS sssj105525 0 18.1458 18.5543 18.1458 18.5543 18.1458 18.5543 18.1458 18.5543 18.1458 18.5543 18.1458 18.5543 18.1458 18.5543 18.1458 18.5543 18.1458 18.5543
ATLAS ATLAS sssj105525 0 18.1484 18.5578 18.1484 18.5578 18.1484 18.5578 18.1484 18.5578 18.1484 18.5578 18.1484 18.5578 18.1484 18.5578 18.1484 18.5578 18.1484 18.5578
ATLAS ATLAS sssj105525 0 18.1473 18.557 18.1473 18.557 18.1473 18.557 18.1473 18.557 18.1473 18.557 18.1473 18.557 18.1473 18.557 18.1473 18.557 18.1473 18.557
ATLAS ATLAS sssj105525 0 18.1469 18.5569 18.1469 18.5569 18.1469 18.5569 18.1469 18.5569 18.1469 18.5569 18.1469 18.5569 18.1469 18.5569 18.1469 18.5569 18.1469 18.5569
ATLAS ATLAS sssj105525 0 18.1447 18.5551 18.1447 18.5551 18.1447 18.5551 18.1447 18.5551 18.1447 18.5551 18.1447 18.5551 18.1447 18.5551 18.1447 18.5551 18.1447 18.5551
ATLAS ATLAS sssj105525 0 18.1441 18.5545 18.1441 18.5545 18.1441 18.5545 18.1441 18.5545 18.1441 18.5545 18.1441 18.5545 18.1441 18.5545 18.1441 18.5545 18.1441 18.5545
ATLAS ATLAS sssj105525 0 18.1487 18.5582 18.1487 18.5582 18.1487 18.5582 18.1487 18.5582 18.1487 18.5582 18.1487 18.5582 18.1487 18.5582 18.1487 18.5582 18.1487 18.5582
ATLAS ATLAS sssj105525 0 18.1489 18.5573 18.1489 18.5573 18.1489 18.5573 18.1489 18.5573 18.1489 18.5573 18.1489 18.5573 18.1489 18.5573 18.1489 18.5573 18.1489 18.5573
ATLAS ATLAS sssj105525 0 18.1508 18.5575 18.1508 18.5575 18.1508 18.5575 18.1508 18.5575 18.1508 18.5575 18.1508 18.5575 18.1508 18.5575 18.1508 18.5575 18.1508 18.5575
ATLAS ATLAS sssj105525 0 18.148 18.5569 18.148 18.5569 18.148 18.5569 18.148 18.5569 18.148 18.5569 18.148 18.5569 18.148 18.5569 18.148 18.5569 18.148 18.5569
ATLAS ATLAS sssj105525 0 18.1469 18.5564 18.1469 18.5564 18.1469 18.5564 18.1469 18.5564 18.1469 18.5564 18.1469 18.5564 18.1469 18.5564 18.1469 18.5564 18.1469 18.5564
ATLAS ATLAS sssj105525 0 18.1475 18.5593 18.1475 18.5593 18.1475 18.5593 18.1475 18.5593 18.1475 18.5593 18.1475 18.5593 18.1475 18.5593 18.1475 18.5593 18.1475 18.5593
ATLAS ATLAS sssj105525 0 18.1452 18.5574 18.1452 18.5574 18.1452 18.5574 18.1452 18.5574 18.1452 18.5574 18.1452 18.5574 18.1452 18.5574 18.1452 18.5574 18.1452 18.5574
ATLAS ATLAS sssj105525 0 18.1465 18.5561 18.1465 18.5561 18.1465 18.5561 18.1465 18.5561 18.1465 18.5561 18.1465 18.5561 18.1465 18.5561 18.1465 18.5561 18.1465 18.5561
ATLAS ATLAS sssj105525 0 18.1479 18.5559 18.1479 18.5559 18.1479 18.5559 18.1479 18.5559 18.1479 18.5559 18.1479 18.5559 18.1479 18.5559 18.1479 18.5559 18.1479 18.5559
ATLAS ATLAS sssj105525 0 18.1516 18.5586 18.1516 18.5586 18.1516 18.5586 18.1516 18.5586 18.1516 18.5586 18.1516 18.5586 18.1516 18.5586 18.1516 18.5586 18.1516 18.5586
ATLAS ATLAS sssj105525 0 18.1463 18.5573 18.1463 18.5573 18.1463 18.5573 18.1463 18.5573 18.1463 18.5573 18.1463 18.5573 18.1463 18.5573 18.1463 18.5573 18.1463 18.5573
ATLAS ATLAS sssj105525 0 18.1472 18.5599 18.1472 18.5599 18.1472 18.5599 18.1472 18.5599 18.1472 18.5599 18.1472 18.5599 18.1472 18.5599 18.1472 18.5599 18.1472 18.5599
ATLAS ATLAS sssj105525 0 18.146 18.5564 18.146 18.5564 18.146 18.5564 18.146 18.5564 18.146 18.5564 18.146 18.5564 18.146 18.5564 18.146 18.5564 18.146 18.5564
ATLAS ATLAS sssj105525 0 18.1449 18.5567 18.1449 18.5567 18.1449 18.5567 18.1449 18.5567 18.1449 18.5567 18.1449 18.5567 18.1449 18.5567 18.1449 18.5567 18.1449 18.5567
ATLAS ATLAS sssj105525 0 18.1503 18.5597 18.1503 18.5597 18.1503 18.5597 18.1503 18.5597 18.1503 18.5597 18.1503 18.5597 18.1503 18.5597 18.1503 18.5597 18.1503 18.5597
ATLAS ATLAS sssj105525 0 18.1478 18.5558 18.1478 18.5558 18.1478 18.5558 18.1478 18.5558 18.1478 18.5558 18.1478 18.5558 18.1478 18.5558 18.1478 18.5558 18.1478 18.5558
ATLAS ATLAS sssj105525 0 18.1458 18.5548 18.1458 18.5548 18.1458 18.5548 18.1458 18.5548 18.1458 18.5548 18.1458 18.5548 18.1458 18.5548 18.1458 18.5548 18.1458 18.5548
ATLAS ATLAS sssj105525 0 18.1485 18.5586 18.1485 18.5586 18.1485 18.5586 18.1485 18.5586 18.1485 18.5586 18.1485 18.5586 18.1485 18.5586 18.1485 18.5586 18.1485 18.5586
ATLAS ATLAS sssj105525 0 18.1457 18.5578 18.1457 18.5578 18.1457 18.5578 18.1457 18.5578 18.1457 18.5578 18.1457 18.5578 18.1457 18.5578 18.1457 18.5578 18.1457 18.5578
ATLAS ATLAS sssj105525 0 18.1483 18.5569 18.1483 18.5569 18.1483 18.5569 18.1483 18.5569 18.1483 18.5569 18.1483 18.5569 18.1483 18.5569 18.1483 18.5569 18.1483 18.5569
ATLAS ATLAS sssj105525 0 18.1465 18.5559 18.1465 18.5559 18.1465 18.5559 18.1465 18.5559 18.1465 18.5559 18.1465 18.5559 18.1465 18.5559 18.1465 18.5559 18.1465 18.5559
ATLAS ATLAS sssj105525 0 18.1491 18.5594 18.1491 18.5594 18.1491 18.5594 18.1491 18.5594 18.1491 18.5594 18.1491 18.5594 18.1491 18.5594 18.1491 18.5594 18.1491 18.5594
ATLAS ATLAS sssj105525 0 18.1459 18.5561 18.1459 18.5561 18.1459 18.5561 18.1459 18.5561 18.1459 18.5561 18.1459 18.5561 18.1459 18.5561 18.1459 18.5561 18.1459 18.5561
ATLAS ATLAS sssj105525 0 18.1468 18.5581 18.1468 18.5581 18.1468 18.5581 18.1468 18.5581 18.1468 18.5581 18.1468 18.5581 18.1468 18.5581 18.1468 18.5581 18.1468 18.5581
ATLAS ATLAS sssj105525 0 18.1465 18.5573 18.1465 18.5573 18.1465 18.5573 18.1465 18.5573 18.1465 18.5573 18.1465 18.5573 18.1465 18.5573 18.1465 18.5573 18.1465 18.5573
ATLAS ATLAS sssj105525 0 18.1496 18.5592 18.1496 18.5592 18.1496 18.5592 18.1496 18.5592 18.1496 18.5592 18.1496 18.5592 18.1496 18.5592 18.1496 18.5592 18.1496 18.5592
ATLAS ATLAS sssj105525 0 18.1459 18.556 18.1459 18.556 18.1459 18.556 18.1459 18.556 18.1459 18.556 18.1459 18.556 18.1459 18.556 18.1459 18.556 18.1459 18.556
ATLAS ATLAS sssj105525 0 18.147 18.5591 18.147 18.5591 18.147 18.5591 18.147 18.5591 18.147 18.5591 18.147 18.5591 18.147 18.5591 18.147 18.5591 18.147 18.5591
ATLAS ATLAS sssj105525 0 18.1431 18.5545 18.1431 18.5545 18.1431 18.5545 18.1431 18.5545 18.1431 18.5545 18.1431 18.5545 18.1431 18.5545 18.1431 18.5545 18.1431 18.5545
ATLAS ATLAS sssj105525 0 18.1457 18.5568 18.1457 18.5568 18.1457 18.5568 18.1457 18.5568 18.1457 18.5568 18.1457 18.5568 18.1457 18.5568 18.1457 18.5568 18.1457 18.5568
ATLAS ATLAS sssj105525 0 18.1469 18.5561 18.1469 18.5561 18.1469 18.5561 18.1469 18.5561 18.1469 18.5561 18.1469 18.5561 18.1469 18.5561 18.1469 18.5561 18.1469 18.5561
ATLAS ATLAS sssj105525 0 18.1516 18.562 18.1516 18.562 18.1516 18.562 18.1516 18.562 18.1516 18.562 18.1516 18.562 18.1516 18.562 18.1516 18.562 18.1516 18.562
ATLAS ATLAS sssj105525 0 18.1491 18.5577 18.1491 18.5577 18.1491 18.5577 18.1491 18.5577 18.1491 18.5577 18.1491 18.5577 18.1491 18.5577 18.1491 18.5577 18.1491 18.5577
ATLAS ATLAS sssj105525 0 18.1499 18.5592 18.1499 18.5592 18.1499 18.5592 18.1499 18.5592 18.1499 18.5592 18.1499 18.5592 18.1499 18.5592 18.1499 18.5592 18.1499 18.5592
ATLAS ATLAS sssj105525 0 18.1434 18.5572 18.1434 18.5572 18.1434 18.5572 18.1434 18.5572 18.1434 18.5572 18.1434 18.5572 18.1434 18.5572 18.1434 18.5572 18.1434 18.5572
ATLAS ATLAS sssj105525 0 18.1452 18.5561 18.1452 18.5561 18.1452 18.5561 18.1452 18.5561 18.1452 18.5561 18.1452 18.5561 18.1452 18.5561 18.1452 18.5561 18.1452 18.5561
ATLAS ATLAS sssj105525 0 18.1414 18.5554 18.1414 18.5554 18.1414 18.5554 18.1414 18.5554 18.1414 18.5554 18.1414 18.5554 18.1414 18.5554 18.1414 18.5554 18.1414 18.5554
ATLAS ATLAS sssj105525 0 18.1445 18.5582 18.1445 18.5582 18.1445 18.5582 18.1445 18.5582 18.1445 18.5582 18.1445 18.5582 18.1445 18.5582 18.1445 18.5582 18.1445 18.5582
ATLAS ATLAS sssj105525 0 18.1493 18.5593 18.1493 18.5593 18.1493 18.5593 18.1493 18.5593 18.1493 18.5593 18.1493 18.5593 18.1493 18.5593 18.1493 18.5593 18.1493 18.5593
ATLAS ATLAS sssj105525 0 18.146 18.5568 18.146 18.5568 18.146 18.5568 18.146 18.5568 18.146 18.5568 18.146 18.5568 18.146 18.5568 18.146 18.5568 18.146 18.5568
ATLAS ATLAS sssj105525 0 18.1474 18.5569 18.1474 18.5569 18.1474 18.5569 18.1474 18.5569 18.1474 18.5569 18.1474 18.5569 18.1474 18.5569 18.1474 18.5569 18.1474 18.5569
ATLAS ATLAS sssj105525 0 18.1496 18.5578 18.1496 18.5578 18.1496 18.5578 18.1496 18.5578 18.1496 18.5578 18.1496 18.5578 18.1496 18.5578 18.1496 18.5578 18.1496 18.5578
ATLAS ATLAS sssj105525 0 18.1465 18.5551 18.1465 18.5551 18.1465 18.5551 18.1465 18.5551 18.1465 18.5551 18.1465 18.5551 18.1465 18.5551 18.1465 18.5551 18.1465 18.5551
ATLAS ATLAS sssj105525 0 18.1482 18.5589 18.1482 18.5589 18.1482 18.5589 18.1482 18.5589 18.1482 18.5589 18.1482 18.5589 18.1482 18.5589 18.1482 18.5589 18.1482 18.5589
ATLAS ATLAS sssj105525 0 18.1486 18.5578 18.1486 18.5578 18.1486 18.5578 18.1486 18.5578 18.1486 18.5578 18.1486 18.5578 18.1486 18.5578 18.1486 18.5578 18.1486 18.5578
ATLAS ATLAS sssj105525 0 18.1483 18.557 18.1483 18.557 18.1483 18.557 18.1483 18.557 18.1483 18.557 18.1483 18.557 18.1483 18.557 18.1483 18.557 18.1483 18.557
ATLAS ATLAS sssj105525 0 18.147 18.5564 18.147 18.5564 18.147 18.5564 18.147 18.5564 18.147 18.5564 18.147 18.5564 18.147 18.5564 18.147 18.5564 18.147 18.5564
ATLAS ATLAS sssj105525 0 18.1509 18.5605 18.1509 18.5605 18.1509 18.5605 18.1509 18.5605 18.1509 18.5605 18.1509 18.5605 18.1509 18.5605 18.1509 18.5605 18.1509 18.5605
ATLAS ATLAS sssj105525 0 18.1466 18.5568 18.1466 18.5568 18.1466 18.5568 18.1466 18.5568 18.1466 18.5568 18.1466 18.5568 18.1466 18.5568 18.1466 18.5568 18.1466 18.5568
